0,1,2,3,4,5,6,7,8,9
0.48540433862850496,0.6332151993267152,0.8993998846932195,0.06338670649210354,0.27045036375153275,0.576915959633044,0.45574625347043385,0.42059935323611264,0.2849220510483159,0.2614419041232079
0.8464781583033131,0.8659466416043193,0.14328774120001808,0.7352320080022028,0.1240194514473012,0.3991370841364289,0.5107316661525766,0.8512866894289441,0.37796262442833084,0.5646723842467257
0.4010166532218292,0.2583890760831229,0.027118322771929826,0.9510991260316759,0.3695883455033343,0.2115562666425468,0.3597270199684157,0.042708872866119685,0.9818346070320555,0.6707453838887734
0.27254710616676303,0.07679335098665685,0.08582730400840488,0.3453155706974156,0.44957256228069165,0.5136632323886565,0.09953802424767733,0.3114737052572918,0.542422341237402,0.9619898957933951
0.7344333535290649,0.5809082988833296,0.2669829524323797,0.9186319534703926,0.32051896541011027,0.5310422075965361,0.714674365881055,0.479959185885543,0.17231650534990495,0.42081198696117794
0.5917489327133851,0.2607886865110707,0.24092075096958487,0.31060766861691624,0.5463215319826971,0.117398982283615,0.6341989835412581,0.5809836269926977,0.22036877582492786,0.9126898367013736
0.4553582722086762,0.9019777692410239,0.17272358573337676,0.48440712561385546,0.8095205993941581,0.9433525502881269,0.3591309974791074,0.18145324275052943,0.7586097578830673,0.3357984056446486
0.426720066583957,0.8186555969863947,0.4667682189378506,0.39411619991403857,0.6827852004393938,0.6669669243988181,0.7716857081004761,0.895622235329962,0.23156043193904774,0.14392281564466436
0.9416359682460095,0.7704956428241325,0.4377078707281633,0.19828375505656792,0.43368172396292404,0.9055149589790025,0.5715318584619632,0.9931398006223082,0.05542213950967878,0.3886066621220924
0.2184686838539781,0.38335844117716444,0.05082119036243726,0.42885548593301626,0.7941908981042411,0.856106989659686,0.28006924141741485,0.8751028697373486,0.29670437275272754,0.057283029784109596
0.8440942200803937,0.7259860007580482,0.2481056773380349,0.7620375586830446,0.2162532685793611,0.27524706000246546,0.6312055439319799,0.16417721400094332,0.18689889853699215,0.5683685332277557
0.510014348318338,0.6570837147234903,0.7009287154921149,0.6600669389391898,0.9381234562597548,0.8578896505534853,0.9740913490997654,0.7569041460413868,0.7053064282992888,0.4870021408549622
